set_url,platform,part_url,quantity_for_set,unit_cost_latest,buy_med_latest,sell_med_latest,sell_depth_med_latest,latest_date_part,unit_cost_source
stradavar_prime_set,pc,stradavar_prime_barrel,1,2.6665,,2.6665,17.5,2025-09-18 00:00:00+00:00,SELL
stradavar_prime_set,pc,stradavar_prime_blueprint,1,6.5,6.5,10.0,13.0,2025-09-18 00:00:00+00:00,BUY
stradavar_prime_set,pc,stradavar_prime_receiver,1,4.8335,,4.8335,10.0,2025-09-18 00:00:00+00:00,SELL
stradavar_prime_set,pc,stradavar_prime_stock,1,2.75,2.75,7.0,12.5,2025-09-18 00:00:00+00:00,BUY
strun_prime_set,pc,strun_prime_barrel,1,6.0,6.0,5.667,7.0,2025-09-18 00:00:00+00:00,BUY
strun_prime_set,pc,strun_prime_blueprint,1,15.0,15.0,33.0,10.0,2025-09-18 00:00:00+00:00,BUY
strun_prime_set,pc,strun_prime_receiver,1,3.0,3.0,6.333,8.0,2025-09-18 00:00:00+00:00,BUY
strun_prime_set,pc,strun_prime_stock,1,1.0,1.0,10.333,7.0,2025-09-18 00:00:00+00:00,BUY
sybaris_prime_set,pc,sybaris_prime_barrel,1,24.5,24.5,38.5,8.5,2025-09-18 00:00:00+00:00,BUY
sybaris_prime_set,pc,sybaris_prime_blueprint,1,2.25,2.25,6.5,9.0,2025-09-18 00:00:00+00:00,BUY
sybaris_prime_set,pc,sybaris_prime_receiver,1,5.0,5.0,10.1665,7.0,2025-09-18 00:00:00+00:00,BUY
sybaris_prime_set,pc,sybaris_prime_stock,1,3.75,3.75,8.8335,8.5,2025-09-18 00:00:00+00:00,BUY
tatsu_prime_set,pc,tatsu_prime_blade,1,1.0,1.0,3.8335,13.5,2025-09-18 00:00:00+00:00,BUY
tatsu_prime_set,pc,tatsu_prime_blueprint,1,2.667,,2.667,15.0,2025-09-18 00:00:00+00:00,SELL
tatsu_prime_set,pc,tatsu_prime_handle,1,5.8335,5.8335,22.0,8.0,2025-09-18 00:00:00+00:00,BUY
tekko_prime_set,pc,tekko_prime_blade,2,18.0,18.0,26.6665,12.0,2025-09-18 00:00:00+00:00,BUY
tekko_prime_set,pc,tekko_prime_blueprint,1,2.0,2.0,4.0,12.0,2025-09-18 00:00:00+00:00,BUY
tekko_prime_set,pc,tekko_prime_gauntlet,2,3.1665,3.1665,22.667,3.5,2025-09-18 00:00:00+00:00,BUY
tenora_prime_set,pc,tenora_prime_barrel,1,13.667,,13.667,6.0,2025-09-18 00:00:00+00:00,SELL
tenora_prime_set,pc,tenora_prime_blueprint,1,4.0,,4.0,8.0,2025-09-18 00:00:00+00:00,SELL
tenora_prime_set,pc,tenora_prime_receiver,1,9.5,9.5,39.333,3.0,2025-09-18 00:00:00+00:00,BUY
tenora_prime_set,pc,tenora_prime_stock,1,5.0,5.0,15.333,5.0,2025-09-18 00:00:00+00:00,BUY
tiberon_prime_set,pc,tiberon_prime_barrel,1,7.0,,7.0,14.0,2025-09-18 00:00:00+00:00,SELL
tiberon_prime_set,pc,tiberon_prime_blueprint,1,3.0,3.0,4.0,18.0,2025-09-18 00:00:00+00:00,BUY
tiberon_prime_set,pc,tiberon_prime_receiver,1,2.0,2.0,8.0,7.0,2025-09-18 00:00:00+00:00,BUY
tiberon_prime_set,pc,tiberon_prime_stock,1,9.667,9.667,22.0,8.0,2025-09-18 00:00:00+00:00,BUY
tigris_prime_set,pc,tigris_prime_barrel,1,4.6665,,4.6665,12.5,2025-09-18 00:00:00+00:00,SELL
tigris_prime_set,pc,tigris_prime_blueprint,1,9.0,9.0,18.6665,9.5,2025-09-18 00:00:00+00:00,BUY
tigris_prime_set,pc,tigris_prime_receiver,1,4.0,4.0,9.167,14.0,2025-09-18 00:00:00+00:00,BUY
tigris_prime_set,pc,tigris_prime_stock,1,2.0,2.0,6.3335,10.5,2025-09-18 00:00:00+00:00,BUY
tipedo_prime_set,pc,tipedo_prime_blueprint,1,2.0,2.0,4.667,11.0,2025-09-18 00:00:00+00:00,BUY
tipedo_prime_set,pc,tipedo_prime_handle,1,9.0,9.0,45.0,2.0,2025-09-18 00:00:00+00:00,BUY
tipedo_prime_set,pc,tipedo_prime_ornament,2,4.0,4.0,10.667,7.0,2025-09-18 00:00:00+00:00,BUY
titania_prime_set,pc,titania_prime_blueprint,1,4.6665,4.6665,8.5,25.0,2025-09-18 00:00:00+00:00,BUY
titania_prime_set,pc,titania_prime_chassis_blueprint,1,4.167,4.167,7.6665,26.5,2025-09-18 00:00:00+00:00,BUY
titania_prime_set,pc,titania_prime_neuroptics_blueprint,1,4.0835,4.0835,9.0,19.5,2025-09-18 00:00:00+00:00,BUY
titania_prime_set,pc,titania_prime_systems_blueprint,1,28.6665,28.6665,40.5,23.5,2025-09-18 00:00:00+00:00,BUY
trinity_prime_set,pc,trinity_prime_blueprint,1,8.5,8.5,18.0,13.0,2025-09-18 00:00:00+00:00,BUY
trinity_prime_set,pc,trinity_prime_chassis_blueprint,1,3.0,3.0,9.8335,15.0,2025-09-18 00:00:00+00:00,BUY
trinity_prime_set,pc,trinity_prime_neuroptics_blueprint,1,5.833,5.833,11.8335,13.5,2025-09-18 00:00:00+00:00,BUY
trinity_prime_set,pc,trinity_prime_systems_blueprint,1,4.5,4.5,9.833,12.0,2025-09-18 00:00:00+00:00,BUY
trumna_prime_set,pc,trumna_prime_barrel,1,6.333,6.333,7.333,18.0,2025-09-18 00:00:00+00:00,BUY
trumna_prime_set,pc,trumna_prime_blueprint,1,1.0,,1.0,21.0,2025-09-18 00:00:00+00:00,SELL
trumna_prime_set,pc,trumna_prime_receiver,1,6.333,6.333,9.667,20.0,2025-09-18 00:00:00+00:00,BUY
trumna_prime_set,pc,trumna_prime_stock,1,1.0,1.0,2.667,17.0,2025-09-18 00:00:00+00:00,BUY
vadarya_prime_set,pc,vadarya_prime_barrel,1,1.0,1.0,9.0,11.0,2025-09-18 00:00:00+00:00,BUY
vadarya_prime_set,pc,vadarya_prime_blueprint,1,3.5,3.5,13.333,21.0,2025-09-18 00:00:00+00:00,BUY
vadarya_prime_set,pc,vadarya_prime_receiver,1,5.5,5.5,10.667,19.0,2025-09-18 00:00:00+00:00,BUY
vadarya_prime_set,pc,vadarya_prime_stock,1,1.5,1.5,6.0,9.0,2025-09-18 00:00:00+00:00,BUY
valkyr_prime_set,pc,valkyr_prime_blueprint,1,4.0,4.0,4.667,26.0,2025-09-18 00:00:00+00:00,BUY
valkyr_prime_set,pc,valkyr_prime_chassis_blueprint,1,39.5,39.5,49.8335,24.0,2025-09-18 00:00:00+00:00,BUY
valkyr_prime_set,pc,valkyr_prime_neuroptics_blueprint,1,7.5,7.5,14.6665,15.5,2025-09-18 00:00:00+00:00,BUY
valkyr_prime_set,pc,valkyr_prime_systems_blueprint,1,13.3335,13.3335,20.833,18.5,2025-09-18 00:00:00+00:00,BUY
vasto_prime_set,pc,vasto_prime_barrel,1,4.0,4.0,8.5,15.0,2025-09-18 00:00:00+00:00,BUY
vasto_prime_set,pc,vasto_prime_blueprint,1,5.8335,,5.8335,22.5,2025-09-18 00:00:00+00:00,SELL
vasto_prime_set,pc,vasto_prime_receiver,1,4.25,4.25,7.1665,13.5,2025-09-18 00:00:00+00:00,BUY
vauban_prime_set,pc,vauban_prime_blueprint,1,11.167,11.167,18.167,14.5,2025-09-18 00:00:00+00:00,BUY
vauban_prime_set,pc,vauban_prime_chassis_blueprint,1,16.0,16.0,25.5,12.5,2025-09-18 00:00:00+00:00,BUY
vauban_prime_set,pc,vauban_prime_neuroptics_blueprint,1,24.6665,24.6665,35.5,17.0,2025-09-18 00:00:00+00:00,BUY
vauban_prime_set,pc,vauban_prime_systems_blueprint,1,31.6665,31.6665,44.3335,17.0,2025-09-18 00:00:00+00:00,BUY
vectis_prime_set,pc,vectis_prime_barrel,1,6.333,6.333,13.0,10.0,2025-09-18 00:00:00+00:00,BUY
vectis_prime_set,pc,vectis_prime_blueprint,1,5.667,,5.667,15.0,2025-09-18 00:00:00+00:00,SELL
vectis_prime_set,pc,vectis_prime_receiver,1,34.0,34.0,46.333,4.0,2025-09-18 00:00:00+00:00,BUY
vectis_prime_set,pc,vectis_prime_stock,1,12.667,12.667,19.0,3.0,2025-09-18 00:00:00+00:00,BUY
velox_prime_set,pc,velox_prime_barrel,1,6.333,6.333,6.333,22.0,2025-09-18 00:00:00+00:00,BUY
velox_prime_set,pc,velox_prime_blueprint,1,1.0,1.0,2.0,20.0,2025-09-18 00:00:00+00:00,BUY
velox_prime_set,pc,velox_prime_receiver,1,2.0,,2.0,13.0,2025-09-18 00:00:00+00:00,SELL
venato_prime_set,pc,venato_prime_blade,1,8.0,8.0,27.667,14.0,2025-09-18 00:00:00+00:00,BUY
venato_prime_set,pc,venato_prime_blueprint,1,4.333,,4.333,29.0,2025-09-18 00:00:00+00:00,SELL
venato_prime_set,pc,venato_prime_handle,1,2.0,2.0,5.667,14.0,2025-09-18 00:00:00+00:00,BUY
venka_prime_set,pc,venka_prime_blades,2,3.0,3.0,6.333,9.0,2025-09-18 00:00:00+00:00,BUY
venka_prime_set,pc,venka_prime_blueprint,1,4.333,,4.333,12.0,2025-09-18 00:00:00+00:00,SELL
venka_prime_set,pc,venka_prime_gauntlet,2,20.0,20.0,36.667,5.0,2025-09-18 00:00:00+00:00,BUY
volnus_prime_set,pc,volnus_prime_blueprint,1,4.333,,4.333,8.0,2025-09-18 00:00:00+00:00,SELL
volnus_prime_set,pc,volnus_prime_handle,1,9.0,9.0,24.0,2.0,2025-09-18 00:00:00+00:00,BUY
volnus_prime_set,pc,volnus_prime_head,1,6.0,,6.0,8.0,2025-09-18 00:00:00+00:00,SELL
volt_prime_set,pc,volt_prime_blueprint,1,13.333,13.333,15.0,21.0,2025-09-18 00:00:00+00:00,BUY
volt_prime_set,pc,volt_prime_chassis_blueprint,1,4.333,4.333,9.333,21.0,2025-09-18 00:00:00+00:00,BUY
volt_prime_set,pc,volt_prime_neuroptics_blueprint,1,30.0,30.0,40.0,9.0,2025-09-18 00:00:00+00:00,BUY
volt_prime_set,pc,volt_prime_systems_blueprint,1,6.5,6.5,14.0,7.0,2025-09-18 00:00:00+00:00,BUY
wisp_prime_set,pc,wisp_prime_blueprint,1,25.5,25.5,33.833,14.5,2025-09-18 00:00:00+00:00,BUY
wisp_prime_set,pc,wisp_prime_chassis_blueprint,1,12.5,12.5,18.8335,16.5,2025-09-18 00:00:00+00:00,BUY
wisp_prime_set,pc,wisp_prime_neuroptics_blueprint,1,2.5835,2.5835,3.5,31.5,2025-09-18 00:00:00+00:00,BUY
wisp_prime_set,pc,wisp_prime_systems_blueprint,1,2.5,2.5,3.6665,26.5,2025-09-18 00:00:00+00:00,BUY
wukong_prime_set,pc,wukong_prime_blueprint,1,20.0,20.0,28.8335,30.0,2025-09-18 00:00:00+00:00,BUY
wukong_prime_set,pc,wukong_prime_chassis_blueprint,1,5.5,5.5,9.333,22.5,2025-09-18 00:00:00+00:00,BUY
wukong_prime_set,pc,wukong_prime_neuroptics_blueprint,1,4.1665,4.1665,6.1665,24.5,2025-09-18 00:00:00+00:00,BUY
wukong_prime_set,pc,wukong_prime_systems_blueprint,1,6.5,6.5,12.667,16.5,2025-09-18 00:00:00+00:00,BUY
wyrm_prime_set,pc,wyrm_prime_blueprint,1,6.333,6.333,13.0,10.0,2025-09-18 00:00:00+00:00,BUY
wyrm_prime_set,pc,wyrm_prime_carapace,1,8.0,8.0,17.833,14.0,2025-09-18 00:00:00+00:00,BUY
wyrm_prime_set,pc,wyrm_prime_cerebrum,1,8.25,8.25,18.5,11.5,2025-09-18 00:00:00+00:00,BUY
wyrm_prime_set,pc,wyrm_prime_systems,1,26.5,26.5,39.0,11.0,2025-09-18 00:00:00+00:00,BUY
xaku_prime_set,pc,xaku_prime_blueprint,1,9.0,9.0,28.0,8.0,2025-09-18 00:00:00+00:00,BUY
xaku_prime_set,pc,xaku_prime_chassis_blueprint,1,1.0,1.0,4.0,30.0,2025-09-18 00:00:00+00:00,BUY
xaku_prime_set,pc,xaku_prime_neuroptics_blueprint,1,1.0,,1.0,35.0,2025-09-18 00:00:00+00:00,SELL
xaku_prime_set,pc,xaku_prime_systems_blueprint,1,3.333,,3.333,32.0,2025-09-18 00:00:00+00:00,SELL
yareli_prime_set,pc,yareli_prime_blueprint,1,1.5,1.5,4.667,22.0,2025-09-18 00:00:00+00:00,BUY
yareli_prime_set,pc,yareli_prime_chassis_blueprint,1,1.0,1.0,3.0,31.0,2025-09-18 00:00:00+00:00,BUY
yareli_prime_set,pc,yareli_prime_neuroptics_blueprint,1,7.667,7.667,17.0,5.0,2025-09-18 00:00:00+00:00,BUY
yareli_prime_set,pc,yareli_prime_systems_blueprint,1,13.667,13.667,23.333,14.0,2025-09-18 00:00:00+00:00,BUY
zakti_prime_set,pc,zakti_prime_barrel,1,3.0,3.0,4.0,12.0,2025-09-18 00:00:00+00:00,BUY
zakti_prime_set,pc,zakti_prime_blueprint,1,9.0,9.0,26.3335,9.0,2025-09-18 00:00:00+00:00,BUY
zakti_prime_set,pc,zakti_prime_receiver,1,2.25,2.25,6.1665,10.5,2025-09-18 00:00:00+00:00,BUY
zephyr_prime_set,pc,zephyr_prime_blueprint,1,9.0,9.0,10.0,14.0,2025-09-18 00:00:00+00:00,BUY
zephyr_prime_set,pc,zephyr_prime_chassis_blueprint,1,3.0,3.0,7.0,23.0,2025-09-18 00:00:00+00:00,BUY
zephyr_prime_set,pc,zephyr_prime_neuroptics_blueprint,1,5.667,,5.667,22.0,2025-09-18 00:00:00+00:00,SELL
zephyr_prime_set,pc,zephyr_prime_systems_blueprint,1,16.333,16.333,32.333,11.0,2025-09-18 00:00:00+00:00,BUY
zhuge_prime_set,pc,zhuge_prime_barrel,1,6.0,6.0,14.0,8.0,2025-09-18 00:00:00+00:00,BUY
zhuge_prime_set,pc,zhuge_prime_blueprint,1,4.0,4.0,5.0,13.0,2025-09-18 00:00:00+00:00,BUY
zhuge_prime_set,pc,zhuge_prime_grip,1,7.0,,7.0,4.0,2025-09-18 00:00:00+00:00,SELL
zhuge_prime_set,pc,zhuge_prime_receiver,1,5.0,,5.0,7.0,2025-09-18 00:00:00+00:00,SELL
zhuge_prime_set,pc,zhuge_prime_string,1,4.0,4.0,6.667,4.0,2025-09-18 00:00:00+00:00,BUY
zylok_prime_set,pc,zylok_prime_barrel,1,2.0,2.0,6.667,6.0,2025-09-18 00:00:00+00:00,BUY
zylok_prime_set,pc,zylok_prime_blueprint,1,6.333,6.333,8.0,14.0,2025-09-18 00:00:00+00:00,BUY
zylok_prime_set,pc,zylok_prime_receiver,1,1.333,1.333,2.667,13.0,2025-09-18 00:00:00+00:00,BUY
